time, fitness
0.0, 94.66223
57.99828, 62.07457
101.48853, 55.26502
147.12139, 49.21778
191.24918, 46.66982
239.54404, 44.69606
275.43844, 41.95532
304.38574, 40.82367
336.71876, 38.63717
378.16533, 34.91294
429.47055, 31.05016
468.9956, 29.88966
506.96808, 29.023
546.30873, 27.67732
582.86, 27.38373
611.03912, 26.73862
636.06198, 26.17177
665.84844, 25.83228
700.90233, 25.3612
746.36449, 22.76578
788.61751, 22.60238
825.56682, 21.84175
860.16152, 21.63234
901.17809, 21.31273
934.12288, 21.28666
974.3192, 21.03141
1012.91677, 20.76019
1042.56034, 20.79302
1080.54439, 20.68347
1121.39473, 20.31578
1157.64795, 20.30189
1201.96099, 19.95264
1231.64069, 19.41144
