time, fitness
0.0, 34.00313
27.32486, 25.05493
43.00157, 24.22626
60.99017, 23.29804
75.78027, 22.98203
92.36787, 22.79884
113.22311, 22.52602
129.99508, 22.25619
144.63058, 22.14148
161.08263, 21.76949
180.43248, 21.77163
195.91225, 21.6551
210.86452, 21.5727
229.15236, 21.56765
244.10152, 21.4705
261.37235, 21.57496
280.44638, 21.47376
298.55697, 21.4983
317.19642, 21.33553
332.24301, 21.31098
345.44907, 21.28166
357.66103, 21.25283
375.0904, 21.30493
395.44398, 21.10985
409.58448, 21.11011
424.78054, 21.06666
438.83582, 21.0156
