time, fitness
0.0, 85.33104
65.13879, 42.06984
112.34929, 32.40744
154.14244, 27.65822
204.84064, 22.26368
239.31514, 22.18689
284.132, 20.83002
327.97005, 23.49141
371.75877, 20.84853
421.93596, 20.09264
469.2161, 20.38988
517.91936, 19.7806
560.39698, 19.6729
599.47667, 19.03791
641.70103, 19.05895
695.13174, 19.71918
737.81097, 19.67736
780.93144, 17.83278
820.40007, 16.96263
861.15081, 16.76704
903.2997, 17.91625
948.5047, 16.58898
989.57454, 16.07602
1031.45324, 16.31141
1076.86815, 16.07074
1113.41393, 16.03185
1156.65903, 16.14391
