time, fitness
0.0, 15.56326
69.41738, 11.25303
134.70626, 9.80455
184.89924, 8.01021
245.87733, 6.7531
306.25933, 6.2672
374.7498, 5.88356
426.58101, 5.56367
475.6452, 5.28243
531.00153, 5.16401
575.06777, 4.94965
628.92014, 4.71405
680.51302, 4.59043
720.94545, 4.56848
751.62329, 4.54466
788.43739, 4.47674
846.34427, 4.56536
887.80033, 4.38363
935.21667, 4.41203
977.74417, 4.41204
1030.20639, 4.41625
1083.31462, 4.40202
1131.11257, 4.40207
1179.32707, 4.43911
1228.06527, 4.38828
1271.18922, 4.36527
1305.42301, 4.36149
