time, fitness
0.0, 35.66455
25.83401, 26.88475
42.36933, 26.36633
57.99936, 26.1262
71.62566, 25.75441
85.73903, 25.67138
97.05447, 25.34194
106.48938, 25.25487
119.52648, 24.9939
127.96213, 24.92553
141.49465, 24.84744
156.41363, 24.79713
170.89179, 24.54794
180.93612, 24.18585
189.7314, 23.98305
201.01748, 23.93089
213.15417, 23.76035
222.45914, 23.72378
231.52027, 23.5615
241.17549, 23.49104
252.1551, 23.38517
264.53122, 23.26817
274.49608, 23.24375
290.15858, 23.14991
303.17342, 23.12532
316.52764, 23.03974
326.56392, 22.96879
338.98211, 22.90238
349.15071, 22.89394
361.18165, 22.85785
375.2538, 22.82672
389.00056, 22.78986
399.39531, 22.68165
