time, fitness
0.0, 15.34938
75.91514, 9.61113
133.04841, 7.75911
185.04348, 6.55816
246.85499, 6.05657
303.82929, 5.90348
356.87383, 5.36556
402.153, 5.22113
438.84781, 5.14568
480.12494, 5.50538
525.10601, 5.09335
574.4842, 4.71446
636.12601, 4.5174
676.591, 4.62786
719.75496, 4.55098
764.13194, 4.51518
801.46585, 4.45651
849.82795, 4.34508
894.42706, 4.25132
934.91039, 4.24096
976.6635, 4.23311
1021.57292, 4.17901
1065.01622, 4.15277
1112.26072, 4.16345
1168.89986, 4.26186
1210.89156, 4.17161
1249.70566, 4.1648
