time, fitness
0.0, 82.55574
61.12267, 64.40004
97.94235, 60.79575
131.36362, 59.75027
177.22433, 56.7904
223.93145, 55.61314
260.09084, 54.54963
299.07418, 51.43581
345.91888, 50.2667
375.69587, 49.94046
412.08278, 46.82188
452.70577, 45.58579
486.80729, 44.06636
524.28864, 43.07736
563.93021, 42.0418
607.45383, 42.26589
643.57002, 40.33743
677.82646, 39.57446
716.0535, 38.78695
747.00975, 38.07104
783.82025, 35.51516
826.38203, 34.79025
872.0226, 31.41973
924.80435, 30.71581
965.68457, 29.92045
990.35521, 29.91976
1015.11971, 29.12749
1046.40343, 29.02319
1089.29781, 28.48406
1124.2661, 28.41053
1164.52384, 28.06629
1192.45655, 27.82208
1225.85685, 26.99969
1254.60802, 26.82995
1290.35336, 26.56731
1323.33862, 26.46939
1348.1876, 26.42661
1378.24561, 26.42535
1410.17465, 26.35019
1450.25953, 25.62175
1484.03071, 24.53597
