time, fitness
0.0, 15.49537
73.59327, 15.65612
112.7984, 14.61656
160.1224, 14.19021
210.4522, 14.34946
250.92096, 13.77982
295.08928, 13.10452
334.86726, 12.65258
379.17033, 12.07455
425.72289, 11.9309
482.70613, 11.69974
535.34076, 11.4659
587.08209, 10.70153
628.17697, 10.70153
667.51315, 10.5145
694.91501, 10.51057
734.80191, 10.54061
760.25795, 10.51057
782.37637, 10.45636
824.39069, 10.43498
856.229, 10.3945
891.29646, 10.34475
931.85288, 10.18509
989.32547, 9.76573
1054.48593, 9.66052
1114.64942, 9.35908
1163.35341, 8.98283
1212.82447, 8.84741
1258.84733, 8.84741
1294.77122, 8.55047
1324.46778, 8.55047
1364.84418, 8.55024
1386.9321, 8.35503
1412.64881, 8.35503
1444.39597, 8.08186
1473.05159, 7.99655
1506.03802, 7.91718
1540.15451, 7.91718
1574.47713, 7.91735
1597.30499, 7.85293
1622.6729, 7.8366
