time, fitness
0.0, 83.91415
59.47984, 60.31329
104.65278, 49.74969
151.71378, 37.69488
195.51926, 29.94643
234.38792, 26.80904
277.497, 25.08213
321.60497, 23.94413
362.85394, 22.97283
401.86418, 21.90121
439.26946, 21.54718
473.62343, 20.7069
501.96157, 20.56118
538.20587, 20.45094
581.42768, 20.19252
633.37693, 19.32852
678.09066, 18.157
716.3873, 17.93202
761.43065, 17.92078
809.06771, 17.45188
846.62389, 17.40521
880.52557, 17.33027
917.1517, 17.07923
947.44958, 16.70486
982.47439, 16.65022
1015.83161, 16.72095
1047.78874, 16.26866
