time, fitness
0.0, 15.56573
76.6504, 13.8456
131.58209, 12.25823
170.45773, 11.83621
218.69666, 10.65209
292.56482, 10.39463
350.7595, 9.79831
391.23478, 8.769
442.39669, 8.68232
494.42918, 8.47314
532.77384, 8.44545
592.96406, 8.38538
632.80895, 8.1749
660.53877, 7.74995
706.21532, 7.58892
746.69023, 7.38293
793.61746, 7.27374
844.64414, 6.64225
887.58481, 6.62205
935.77669, 6.57769
983.271, 6.22305
1031.16596, 6.11717
1068.51805, 6.09224
1111.64963, 6.07796
1145.7938, 6.04917
1168.41079, 6.01546
1197.44614, 5.81117
1240.14632, 5.64978
1284.67111, 5.2202
1316.2944, 5.17244
1355.84096, 5.11182
1397.1712, 5.08032
1456.11808, 4.96752
