time, fitness
0.0, 82.92983
55.89466, 49.96032
94.06793, 33.77859
138.82339, 27.65892
185.99747, 22.52493
225.26256, 20.41169
266.35497, 20.20187
308.43176, 19.10034
343.02185, 18.43085
377.79743, 17.66716
410.87522, 17.13698
446.11129, 16.85733
487.75284, 15.96687
529.20336, 15.79302
569.30641, 15.38272
611.10054, 14.95441
661.72088, 14.91407
701.35357, 14.44574
745.87449, 14.26813
795.02165, 13.92771
846.51896, 13.9633
890.134, 13.82906
923.39167, 13.81508
968.3121, 13.77074
1006.90263, 14.12234
1052.99861, 13.58707
1098.27111, 14.3316
