time, fitness
0.0, 34.1506
26.68513, 28.85698
38.91377, 26.6263
52.02916, 26.08656
63.49032, 25.45993
72.80982, 25.37703
81.75463, 25.17654
87.27531, 25.17654
93.6621, 25.05395
99.25134, 24.97368
113.31142, 24.98664
121.77824, 24.91321
128.48083, 24.78593
138.18087, 24.78497
148.63834, 24.64746
161.62265, 24.55798
170.89526, 24.4514
181.43419, 24.40807
199.00711, 24.34783
212.12499, 24.30807
229.82652, 24.29405
237.78194, 24.2579
247.16796, 23.96757
263.28654, 23.90114
280.32801, 23.83515
293.4554, 23.724
306.77617, 23.65475
316.06046, 23.59385
332.60916, 23.5823
348.2069, 23.47446
365.09467, 23.37185
384.80283, 23.30363
394.47754, 23.2882
401.57036, 23.26505
412.17536, 23.22078
418.50098, 23.15007
424.12269, 23.11177
434.36366, 23.06238
449.11887, 23.06091
460.18668, 23.00779
473.02174, 22.95905
