time, fitness
0.0, 33.75272
24.03717, 22.61108
41.57641, 22.38751
62.33906, 23.60746
82.49574, 22.36706
102.05959, 21.37892
121.16275, 21.39193
142.41073, 21.57262
159.71845, 21.3868
178.08741, 21.86308
197.3884, 21.13919
216.47246, 21.13029
236.81944, 21.07003
258.90037, 21.51562
280.53775, 21.4937
302.6532, 21.46651
321.86074, 21.26287
340.40071, 21.27117
356.91733, 21.16554
376.00754, 21.36153
396.14373, 21.2418
415.594, 21.33859
435.26149, 21.2563
453.84858, 21.41029
474.45363, 20.98628
492.32617, 21.01333
511.41693, 21.01303
