time, fithttp://localhost:8888/notebooks/Experimentos%20comasa_vs_segmentsbatchs.ipynb#ness
150.85317, 75.96642
327.68768, 70.01177
514.55066, 66.35457
701.98818, 62.67122
888.92041, 62.67122
1075.36592, 59.80609
1231.1655, 55.61272
1383.49053, 55.61272
1544.85099, 55.14195
1704.54291, 50.10496
