time, fithttp://localhost:8888/notebooks/Experimentos%20comasa_vs_segmentsbatchs.ipynb#ness
69.62816, 31.01697
138.12705, 29.91749
208.39169, 28.11619
277.47519, 27.63206
346.82799, 27.63206
416.99705, 27.07172
486.66301, 24.69986
559.04092, 24.69986
633.54525, 24.69986
704.75566, 24.69986
