time, fitness
0.0, 29.95732
53.55721, 4.26967
83.44722, 3.40894
112.88039, 2.78934
145.51384, 2.46544
175.6144, 2.25266
208.08244, 2.1348
242.34115, 2.05183
273.34979, 1.99059
305.79891, 1.94399
337.47771, 1.90186
