time, fitness
0.0, 71.24659
35.68091, 17.30174
56.9723, 14.58857
77.8819, 12.90197
99.06472, 11.78723
119.28095, 10.95791
139.02392, 10.40518
159.83939, 10.03559
179.49962, 9.68244
198.99022, 9.38554
218.52643, 9.11782
