time, fitness
0.0, 60.23261
35.65127, 14.91059
58.59483, 11.97781
80.57347, 10.60521
102.74078, 10.13134
124.14079, 9.82096
145.98577, 9.60645
167.62502, 9.44521
188.9078, 9.34903
210.40062, 9.24735
233.11334, 9.12298
