time, fitness
0.0, 0.27371
0.70689, 0.26173
1.13577, 0.25751
1.53175, 0.2558
1.993, 0.25208
2.17857, 0.25208
2.38423, 0.25208
2.64686, 0.26265
2.96609, 0.25208
3.18408, 0.25208
3.37202, 0.25208
3.62227, 0.25208
3.8525, 0.25208
4.15629, 0.25208
4.35495, 0.25208
4.56387, 0.25208
4.84792, 0.25257
5.1342, 0.25208
5.39074, 0.25207
5.66408, 0.25208
5.97343, 0.24931
6.25956, 0.24931
6.52932, 0.26901
6.84461, 0.24923
7.14361, 0.24925
7.35259, 0.24925
7.61024, 0.24922
7.91045, 0.24925
8.17514, 0.24932
8.39872, 0.24925
8.66581, 0.24932
8.96146, 0.24945
9.21893, 0.24924
9.57342, 0.24848
9.88867, 0.24848
10.14991, 0.24552
10.51412, 0.24753
10.77606, 0.24552
11.00401, 0.24552
11.26388, 0.24579
11.51046, 0.24579
