time, fitness
0.0, 3.70782
0.5127, 3.16464
0.87017, 3.06403
1.17791, 3.06394
1.52431, 3.02954
1.75562, 3.0631
2.02757, 3.03606
2.36537, 3.0331
2.73453, 2.95991
3.07713, 2.95757
3.53355, 2.89455
3.84485, 2.89841
4.06622, 2.88423
4.43266, 2.86277
4.829, 2.85217
5.07298, 2.85342
5.38439, 2.88984
5.7299, 2.82884
6.10358, 2.81564
6.37128, 2.81272
6.52177, 2.80528
6.78083, 2.79263
7.10432, 2.80959
7.37126, 2.7587
7.64071, 2.74397
7.82286, 2.7402
8.162, 2.68193
8.42772, 2.67842
8.67769, 2.68078
8.92843, 2.67652
9.12225, 2.74606
9.38649, 2.67752
9.70707, 2.66716
9.86592, 2.67446
10.02779, 2.69403
10.24708, 2.66824
10.45804, 2.6971
10.70279, 2.65175
11.01919, 2.65216
11.30659, 2.65171
11.56276, 2.62905
