time, fitness
0.0, 45.68856
13.94922, 6.31403
21.71174, 5.14705
30.5778, 4.56411
41.28411, 3.96928
49.51318, 3.72972
57.84268, 3.56174
66.13698, 3.43108
74.62347, 3.34435
82.65679, 3.24077
90.69634, 3.13279
