time, fitness
0.0, 1.95656
9.94391, 1.95656
16.95827, 1.86239
21.83882, 1.84129
27.19511, 1.79905
32.4243, 1.77965
37.57952, 1.76971
42.04486, 1.75275
45.56237, 1.74586
50.24551, 1.73836
54.07205, 1.72075
60.49002, 1.71927
65.66439, 1.68439
70.26125, 1.68025
76.38015, 1.66439
85.15785, 1.65009
92.22577, 1.63571
98.29485, 1.63234
101.90196, 1.63769
103.64268, 1.63234
105.74824, 1.62629
108.72005, 1.62098
112.44558, 1.61935
117.28224, 1.60809
123.73139, 1.60062
129.12136, 1.59419
133.78098, 1.582
137.80661, 1.582
141.986, 1.57938
145.68061, 1.58109
149.23953, 1.5883
154.27627, 1.57514
159.50029, 1.50153
165.64664, 1.50153
171.40595, 1.49385
174.29848, 1.46893
180.79182, 1.46893
186.30957, 1.46825
189.40372, 1.46825
192.49142, 1.46692
196.99792, 1.4668
