time, fitness
0.0, 0.33803
0.75453, 0.33803
1.40207, 0.30374
2.01547, 0.30311
2.51877, 0.30066
2.90469, 0.29785
3.25051, 0.30322
3.62152, 0.29183
4.22866, 0.29183
4.49279, 0.28986
4.76907, 0.29165
5.17549, 0.28789
5.49032, 0.2881
5.80454, 0.28789
6.08942, 0.27853
6.37184, 0.27853
6.7155, 0.27853
6.96929, 0.27853
7.23986, 0.27853
7.50941, 0.27553
7.79699, 0.27553
8.06009, 0.27553
8.38833, 0.27553
8.67411, 0.27553
9.00387, 0.26536
9.43111, 0.26536
9.73517, 0.26536
10.01744, 0.26536
10.32616, 0.26674
10.66107, 0.26557
10.89481, 0.26557
11.24083, 0.26483
11.60693, 0.26483
11.84136, 0.26458
12.25986, 0.26456
12.76421, 0.26456
13.08707, 0.26391
13.45732, 0.2639
13.89408, 0.26309
14.1981, 0.26309
14.45033, 0.26198
