time, fitness
0.0, 1.52798
0.73744, 1.2654
1.3696, 1.2181
1.9565, 1.21279
2.29084, 1.19713
2.77547, 1.16587
3.22624, 1.16587
3.47754, 1.14586
3.77954, 1.15703
4.10728, 1.14873
4.50767, 1.11865
4.85137, 1.1296
5.23592, 1.13606
5.65412, 1.10344
6.04268, 1.10337
6.50025, 1.12811
6.74803, 1.18227
7.07519, 1.10443
7.53972, 1.09055
7.95926, 1.09023
8.21217, 1.09185
8.58147, 1.08451
8.90066, 1.06876
9.30493, 1.06876
9.62888, 1.06709
10.07674, 1.06183
10.51218, 1.04438
10.91408, 1.04585
11.12309, 1.03562
11.53145, 1.03562
11.87683, 1.01652
12.38702, 1.01647
12.57176, 1.01647
12.96366, 1.01652
13.20429, 1.01872
13.46872, 1.01652
13.79673, 1.01323
14.12503, 1.01323
14.33983, 1.01323
14.60288, 1.00589
14.88904, 1.00395
