time, fitness
0.0, 0.44254
0.85509, 0.43319
1.54517, 0.41251
2.38644, 0.39841
3.28783, 0.39567
3.90752, 0.37789
4.643, 0.37789
5.19344, 0.34175
5.63803, 0.34175
6.13837, 0.34175
6.58065, 0.34175
7.02965, 0.34156
7.37972, 0.34175
7.88235, 0.34154
8.21832, 0.34154
8.63156, 0.34154
8.96684, 0.33912
9.36114, 0.34156
9.75869, 0.34154
10.01368, 0.34154
10.52622, 0.34161
10.86904, 0.34154
11.14051, 0.34154
11.46924, 0.33552
11.86135, 0.33518
12.2753, 0.33379
12.70583, 0.33151
13.06838, 0.33151
13.57341, 0.33151
13.79545, 0.33151
14.18369, 0.33178
14.55598, 0.33077
15.04932, 0.33077
15.4488, 0.33077
15.7734, 0.3314
16.11798, 0.33077
16.29654, 0.33077
16.553, 0.33077
16.90486, 0.3307
17.21641, 0.3307
17.41975, 0.33077
