time, fitness
0.0, 3.55156
2.4415, 3.34794
3.59148, 3.34739
4.61273, 3.22645
5.79953, 2.95634
7.31743, 2.88293
8.77078, 2.87623
9.85565, 2.87623
10.91765, 2.85727
11.94695, 2.85919
13.40479, 2.82852
15.25973, 2.82129
16.94451, 2.80638
19.39199, 2.73896
22.144, 2.72529
23.69154, 2.72
25.05685, 2.7291
26.98769, 2.69488
29.65961, 2.64545
30.96597, 2.63348
32.66791, 2.62205
34.04941, 2.65531
35.2392, 2.61138
36.69731, 2.50497
37.50266, 2.50497
38.7014, 2.48579
39.68818, 2.48579
41.02757, 2.45844
42.67088, 2.45142
45.64168, 2.45067
47.8647, 2.42295
49.64813, 2.39167
51.35882, 2.39144
52.4946, 2.34451
53.41386, 2.34451
54.76039, 2.3495
55.77398, 2.29702
57.54711, 2.32301
59.69326, 2.26524
60.91604, 2.25854
61.53793, 2.25854
