time, fitness
0.0, 1.07454
1.89546, 1.01496
3.91927, 0.99897
6.2302, 0.96353
8.68185, 0.93653
10.67602, 0.91777
13.25121, 0.92294
14.96829, 0.91659
16.81503, 0.90315
18.0029, 0.89898
19.19594, 0.89524
20.11784, 0.88466
21.94747, 0.8854
23.36236, 0.88032
24.35678, 0.88032
25.29485, 0.88032
26.08222, 0.88381
27.35329, 0.87792
28.46635, 0.87708
30.06481, 0.86752
31.67957, 0.86132
32.8187, 0.85484
34.07754, 0.86089
35.70855, 0.84273
36.6579, 0.84123
37.67746, 0.8398
38.66898, 0.83711
40.27755, 0.83728
41.43463, 0.83693
42.66271, 0.83396
44.01499, 0.83225
45.08301, 0.83211
46.28193, 0.83401
47.70067, 0.83141
48.84459, 0.82136
49.91668, 0.82023
50.93583, 0.82294
52.0046, 0.82508
53.32415, 0.82023
54.0946, 0.82008
54.95621, 0.82008
