time, fitness
0.0, 0.18861
0.33893, 0.1792
0.62803, 0.18285
0.77972, 0.18285
0.94648, 0.18285
1.04309, 0.18285
1.13796, 0.18186
1.32064, 0.18172
1.47801, 0.18186
1.59585, 0.18172
1.72325, 0.18185
1.9806, 0.1808
2.18238, 0.1785
2.34728, 0.17799
2.55781, 0.17799
2.70703, 0.17799
2.80528, 0.17799
2.93161, 0.1764
3.07083, 0.1764
3.19714, 0.17479
3.33701, 0.17479
3.39546, 0.17479
3.54034, 0.17479
3.70083, 0.17479
3.81711, 0.17479
3.90886, 0.17479
4.01793, 0.17479
4.16469, 0.17441
4.28106, 0.17179
4.46933, 0.17179
4.63285, 0.17179
4.74292, 0.17179
4.85075, 0.17179
5.00516, 0.17168
5.18578, 0.17168
5.34936, 0.17168
5.49009, 0.17168
5.6663, 0.17168
5.76283, 0.17003
5.90893, 0.17003
6.02276, 0.17003
