time, fitness
0.0, 0.98035
5.35865, 0.93725
11.0367, 0.91477
17.07758, 0.88435
21.13259, 0.86438
25.65258, 0.81594
31.49554, 0.81594
34.69293, 0.81224
38.36609, 0.79865
42.357, 0.78792
48.03529, 0.78731
52.96368, 0.78166
57.02665, 0.76806
61.60999, 0.76806
65.77968, 0.76806
67.8879, 0.76746
71.10994, 0.75969
75.12265, 0.75732
80.26626, 0.75732
83.12118, 0.756
85.48855, 0.75582
88.79172, 0.7559
91.44395, 0.75221
94.29451, 0.75221
98.60299, 0.7524
101.28304, 0.75221
103.44354, 0.75221
105.16848, 0.74963
107.28232, 0.75221
108.94332, 0.75221
109.96506, 0.75221
111.42367, 0.74323
112.87533, 0.74323
114.82145, 0.74323
116.60431, 0.74323
117.70884, 0.74323
119.25095, 0.73729
121.06461, 0.73729
123.42559, 0.73729
124.32846, 0.73729
125.4734, 0.73729
