time, fitness
0.0, 43.79395
7.98977, 43.47056
13.60714, 42.79635
20.67152, 41.60778
25.86396, 40.49258
32.69742, 39.95405
41.15448, 39.31384
49.01175, 36.73235
56.1833, 35.26498
63.26637, 32.95988
72.207, 30.88788
79.53568, 30.88788
86.69748, 30.43481
90.93735, 29.88338
98.77559, 29.65421
105.8199, 29.10721
112.49805, 27.79609
118.57428, 27.79609
125.02231, 27.28384
132.0701, 27.28384
138.26554, 26.5535
146.58572, 26.02781
152.92852, 26.02781
158.38536, 25.0179
161.8639, 24.96441
167.84903, 24.53924
171.56976, 24.53924
