time, fitness
0.0, 2.24766
5.66293, 1.83786
10.56593, 1.72784
15.32291, 1.68609
22.24265, 1.60956
26.77505, 1.67996
31.31358, 1.50661
35.51315, 1.3958
38.74777, 1.40638
42.38206, 1.36324
46.39454, 1.39473
49.07927, 1.35634
51.77614, 1.27717
55.60819, 1.29317
58.45472, 1.26248
61.87816, 1.23633
65.46115, 1.37992
70.4181, 1.28372
73.95813, 1.25738
79.03185, 1.2794
83.09148, 1.27409
86.63205, 1.22451
89.22181, 1.39047
93.38654, 1.35041
96.17314, 1.42668
99.33429, 1.39229
103.68357, 1.41062
106.99066, 1.30465
110.4477, 1.30296
113.75065, 1.3004
116.51671, 1.30052
119.23063, 1.30708
121.66993, 1.39185
125.74248, 1.30286
129.44691, 1.30605
134.41748, 1.26261
138.54847, 1.22164
142.24887, 1.23192
145.2211, 1.22508
148.14175, 1.22411
151.64664, 1.22886
