time, fitness
0.0, 43.19384
11.33673, 42.37155
20.61086, 41.26471
29.02495, 40.19998
40.48627, 39.27443
51.24172, 38.44526
59.11982, 35.14279
69.93702, 35.03787
78.35304, 33.49612
83.77536, 33.49612
89.73352, 33.4768
96.16612, 32.88983
101.96095, 32.88983
108.62279, 31.40985
115.98218, 31.38036
124.44815, 31.1476
134.16621, 31.06917
143.16529, 30.5501
152.55457, 30.50352
160.54442, 29.85269
167.37998, 29.34071
