time, fitness
0.0, 0.2116
0.34368, 0.18697
0.61356, 0.19342
0.86907, 0.18563
1.16808, 0.18481
1.42383, 0.18893
1.72997, 0.18402
2.00803, 0.18283
2.29534, 0.187
2.55317, 0.18512
2.80203, 0.18171
3.06811, 0.18516
3.30986, 0.1847
3.55568, 0.18538
3.81207, 0.18168
4.09809, 0.18011
4.41041, 0.17956
4.63478, 0.17956
4.84951, 0.17952
5.09618, 0.20933
5.36157, 0.19698
5.58421, 0.17956
5.81622, 0.17956
6.05767, 0.17971
6.30603, 0.1795
6.5265, 0.17885
6.72699, 0.17886
6.96086, 0.18746
7.2076, 0.17857
7.43403, 0.17849
7.66751, 0.17857
7.94321, 0.1873
8.18238, 0.1873
8.39619, 0.18904
8.70962, 0.19166
8.96398, 0.18687
9.20495, 0.1866
9.43099, 0.18662
9.65441, 0.18662
9.89158, 0.18662
10.13219, 0.19248
