time, fitness
0.0, 13.47329
4.24418, 0.76176
6.91794, 0.52191
9.29586, 0.43146
11.83282, 0.39545
14.20304, 0.38101
16.77062, 0.37099
19.03622, 0.34872
21.40353, 0.34416
23.69645, 0.33722
25.97591, 0.3361
