time, fitness
0.0, 0.09635
0.45119, 0.08597
0.70648, 0.07935
0.96511, 0.07954
1.22951, 0.07857
1.51666, 0.07982
1.82991, 0.07857
2.11566, 0.07857
2.38666, 0.07987
2.64887, 0.07973
2.92888, 0.07986
3.19305, 0.07986
3.49289, 0.09515
3.82901, 0.07866
4.11349, 0.07866
4.42554, 0.07759
4.68716, 0.08152
4.93826, 0.07741
5.22331, 0.07759
5.4788, 0.07759
5.76977, 0.07759
6.04282, 0.07684
6.2974, 0.07684
6.6011, 0.07716
6.93007, 0.08773
7.26096, 0.07714
7.5286, 0.07714
7.8094, 0.10488
8.13685, 0.11549
8.47013, 0.10179
8.7455, 0.10171
9.02052, 0.10216
9.29016, 0.10137
9.57986, 0.1007
9.84509, 0.10071
10.13116, 0.10121
10.42734, 0.09746
10.81394, 0.09739
11.13689, 0.09713
11.39362, 0.09877
11.63777, 0.09877
