time, fitness
0.0, 9.61571
1.43691, 6.65028
2.66906, 5.91982
4.14458, 5.53131
5.10616, 5.35198
6.10133, 4.86184
7.34399, 4.66472
8.52742, 4.82195
9.37456, 4.9305
10.42011, 5.02175
11.31076, 4.81788
12.51179, 4.75527
13.63245, 4.50438
14.51909, 4.52681
16.37881, 4.39229
18.48086, 4.55423
19.97335, 4.55999
21.36625, 4.51754
22.94646, 4.48339
25.06005, 4.52117
26.84724, 4.4751
28.1057, 4.47108
29.22508, 4.61294
30.21056, 4.87624
31.38691, 4.15166
32.09738, 4.23173
33.27584, 4.09506
34.07038, 4.07231
34.79529, 4.08041
35.83987, 4.0852
36.53986, 4.09895
37.72899, 4.14249
38.62242, 4.11759
39.70146, 4.10806
40.81129, 4.10247
42.00065, 3.98028
42.87348, 3.96294
44.02949, 4.13127
45.10603, 4.09077
46.34447, 4.01993
47.61978, 3.9162
