time, fitness
0.0, 3.74864
0.59074, 3.49083
1.02179, 3.24723
1.48162, 3.44077
1.89458, 3.28879
2.35863, 3.18934
2.83399, 3.08875
3.30398, 3.21904
3.77906, 3.04381
4.23414, 2.99901
4.70205, 2.80325
5.0707, 2.78392
5.56607, 2.82543
5.99953, 2.76318
6.44925, 2.77065
6.81497, 2.82164
7.26823, 2.88308
7.68154, 2.86881
8.10238, 2.83235
8.56402, 2.77121
9.01369, 2.78233
9.47693, 2.77332
9.89213, 2.92677
10.32593, 3.12483
10.78269, 2.73776
11.14574, 3.11042
11.55145, 2.74323
11.98962, 2.71204
12.50105, 2.76416
12.91528, 2.59779
13.33303, 2.63613
13.66806, 2.60422
14.00371, 2.56738
14.51943, 2.59649
15.00572, 2.57622
15.50098, 2.58911
15.9086, 2.58565
16.31852, 2.57585
16.70578, 2.50708
17.07244, 2.66365
17.49588, 2.53348
