time, fitness
0.0, 1.59894
0.59798, 1.50874
1.0773, 1.48744
1.39729, 1.47061
1.66723, 1.44945
1.99751, 1.44028
2.35649, 1.41833
2.71499, 1.35164
3.01516, 1.31729
3.38975, 1.34238
3.76584, 1.31536
4.1739, 1.33812
4.53902, 1.30829
4.84553, 1.30023
5.14416, 1.39725
5.43871, 1.3531
5.75237, 1.35873
6.01988, 1.31307
6.2925, 1.42943
6.62158, 1.33194
6.87946, 1.3161
7.17622, 1.34909
7.53678, 1.31483
7.91485, 1.32144
8.20202, 1.29209
8.43739, 1.30521
8.77119, 1.30462
8.99973, 1.31684
9.43046, 1.30383
9.94228, 1.32108
10.54262, 1.3074
11.14685, 1.29321
11.68479, 1.29321
12.22079, 1.29334
12.74609, 1.30514
13.09525, 1.28194
13.39388, 1.28194
13.77624, 1.29978
14.40475, 1.27145
14.69204, 1.27046
15.00507, 1.30489
