time, fitness
0.0, 11.23776
3.11212, 11.23776
4.60688, 11.22946
5.68835, 11.22937
6.94338, 11.18804
8.52802, 11.18804
10.64939, 11.10113
12.2722, 11.10113
14.41479, 11.05938
15.77183, 11.05938
17.19306, 11.05648
18.7669, 11.01496
20.49169, 11.01496
22.51813, 10.99614
23.82845, 10.99614
24.82929, 10.9699
26.68034, 10.95009
27.86281, 10.95009
28.92205, 10.92918
30.67146, 10.92918
32.79336, 10.86733
34.67425, 10.87022
36.65573, 10.86733
37.42656, 10.8591
38.80144, 10.83863
40.9721, 10.82948
43.9626, 10.79987
