time, fitness
0.0, 58.67145
24.14879, 5.78564
38.70268, 5.42064
52.70294, 4.93233
66.1978, 4.78167
79.83295, 4.68829
93.36923, 4.65157
106.50907, 4.64501
119.8844, 4.63675
133.40719, 4.62693
146.9666, 4.62658
