time, fitness
0.0, 0.38816
3.55295, 0.34775
7.15155, 0.32027
12.28061, 0.31462
16.46555, 0.31125
19.93879, 0.31052
22.75952, 0.31409
24.83232, 0.30428
26.33899, 0.30263
28.11289, 0.30327
30.2272, 0.29907
32.025, 0.2989
33.92557, 0.29789
35.5452, 0.29789
36.92746, 0.30168
38.39997, 0.29262
39.86131, 0.28653
41.72498, 0.29173
44.53704, 0.28598
47.70043, 0.28804
52.01874, 0.27998
54.16394, 0.27888
56.19636, 0.27925
57.76802, 0.27668
59.33215, 0.27655
61.12169, 0.27332
63.43639, 0.27118
65.12956, 0.27045
67.32942, 0.27034
68.76266, 0.26898
70.2419, 0.26913
71.58525, 0.27635
74.19336, 0.26863
76.29059, 0.26863
77.63068, 0.26863
78.95351, 0.26875
80.41217, 0.26788
82.02155, 0.26615
83.24378, 0.26683
84.46709, 0.27546
87.05497, 0.26043
