time, fitness
0.0, 12.43313
17.19426, 5.44329
26.01027, 4.82967
34.28589, 4.557
43.01574, 4.23034
51.71176, 4.11083
62.51519, 4.06235
71.18276, 4.03863
79.05927, 3.99897
87.33795, 3.96911
95.58079, 3.93557
