time, fitness
0.0, 17.44154
18.96496, 15.49932
35.5329, 15.0713
50.08596, 14.72838
65.06484, 14.43375
78.35914, 13.98751
88.6967, 13.7793
99.75094, 13.232
108.97033, 13.22922
117.22083, 11.17867
127.88663, 11.17293
139.05177, 11.16904
144.92443, 11.11539
150.99647, 11.11539
158.6285, 11.04555
164.43444, 10.58282
173.19843, 10.58282
181.57531, 10.53431
189.51563, 9.603
199.35572, 9.59525
213.07046, 9.46328
