time, fitness
0.0, 0.37506
0.36204, 0.3301
0.62055, 0.33315
0.8314, 0.33315
1.06033, 0.33911
1.31987, 0.35108
1.56673, 0.33177
1.7926, 0.34409
2.05414, 0.37567
2.27666, 0.3303
2.55273, 0.33158
2.79768, 0.33294
3.1083, 0.33158
3.36664, 0.36799
3.621, 0.37672
3.96558, 0.35732
4.21264, 0.35733
4.44232, 0.35732
4.65902, 0.35155
4.89051, 0.36395
5.13758, 0.35117
5.35072, 0.36299
5.58785, 0.34811
5.83171, 0.34436
6.03159, 0.34557
6.21344, 0.34436
6.42269, 0.34468
6.64173, 0.3604
6.8811, 0.34436
7.09299, 0.34359
7.30121, 0.34087
7.5079, 0.34087
7.70049, 0.34159
7.90174, 0.34125
8.16918, 0.34424
8.37525, 0.34623
8.61298, 0.34517
8.83363, 0.34257
9.0598, 0.34355
9.26905, 0.34262
9.48213, 0.3394
