time, fitness
0.0, 0.4155
0.90696, 0.39676
1.59676, 0.4002
1.89757, 0.38296
2.20119, 0.38296
2.46045, 0.38046
2.80597, 0.38004
3.15691, 0.37993
3.48374, 0.37421
3.85904, 0.37421
4.23813, 0.37342
4.5764, 0.37251
4.99775, 0.37084
5.38554, 0.36669
5.7686, 0.36669
6.0983, 0.36669
6.37493, 0.36705
6.88873, 0.3655
7.31822, 0.36535
7.62076, 0.36535
7.91166, 0.36535
8.3709, 0.36495
8.71244, 0.36495
9.01824, 0.36502
9.34704, 0.36467
9.76285, 0.36467
10.07581, 0.35832
10.39579, 0.35832
10.73234, 0.35524
11.00996, 0.35524
11.32666, 0.35524
11.6607, 0.35367
11.99402, 0.35367
12.35047, 0.35385
12.72641, 0.35367
13.06778, 0.35367
13.33417, 0.35355
13.61365, 0.35367
13.95025, 0.35337
14.26657, 0.35337
14.54816, 0.35337
