time, fitness
0.0, 3.73095
2.3756, 2.89088
4.24443, 2.82902
5.91915, 2.76493
7.24718, 2.74404
8.80091, 2.68758
10.35728, 2.58654
12.04748, 2.41816
13.33453, 2.33869
15.07792, 2.33974
16.50703, 2.27758
18.01521, 2.23552
19.8542, 2.20143
21.76942, 2.28824
23.53027, 2.15721
24.79393, 2.11976
25.99169, 2.18745
27.09857, 2.16639
28.38446, 2.15074
29.86424, 2.02086
31.61149, 1.98118
34.35321, 2.01536
36.36177, 2.07122
37.96634, 2.06593
39.38332, 2.13053
40.95935, 2.13185
42.53749, 2.03633
43.91198, 2.02642
45.40062, 2.04419
46.87927, 1.9777
48.40103, 1.93039
49.67722, 1.93997
50.95468, 1.95236
52.07412, 1.94678
53.49101, 1.94361
54.48405, 2.01774
55.78176, 1.99056
57.20823, 2.0595
58.38645, 2.0782
59.84318, 2.23338
61.01376, 1.96454
