time, fitness
0.0, 0.35194
0.40563, 0.35889
0.74555, 0.35767
1.00547, 0.35164
1.22735, 0.3466
1.45477, 0.34624
1.75596, 0.3408
1.98582, 0.3408
2.21562, 0.3387
2.46292, 0.34093
2.65104, 0.3387
2.80992, 0.3387
2.95798, 0.3387
3.12894, 0.3387
3.27051, 0.33847
3.3627, 0.33847
3.55982, 0.33773
3.77117, 0.33773
3.93107, 0.33757
4.06858, 0.33757
4.25031, 0.33778
4.37937, 0.33757
4.48519, 0.33757
4.60965, 0.33757
4.73507, 0.33757
4.89577, 0.33778
5.00545, 0.33757
5.1228, 0.33757
5.28111, 0.33459
5.46823, 0.33459
5.74433, 0.33459
5.92652, 0.33459
6.02514, 0.33459
6.1612, 0.33459
6.34867, 0.33459
6.49682, 0.33337
6.61156, 0.33337
6.76673, 0.33349
6.93669, 0.33299
7.06738, 0.33299
7.20381, 0.33145
