time, fitness
0.0, 16.04902
9.55559, 13.9229
16.79644, 13.14773
28.35209, 12.43827
34.68711, 12.17801
42.20614, 12.02432
50.69695, 11.77094
58.27907, 11.70614
65.24669, 10.81061
73.20239, 10.60862
81.76989, 10.58385
86.92195, 9.98037
95.2455, 9.33836
102.72701, 9.28472
107.61839, 9.27984
113.33621, 9.02621
118.34897, 8.97341
123.76024, 8.66938
131.86738, 8.52657
139.6501, 7.96695
148.31672, 7.74966
156.70153, 7.74968
161.8088, 7.55258
171.8395, 7.5481
178.74512, 7.18404
188.25247, 7.07929
197.43634, 7.07474
203.52145, 6.98236
211.40226, 6.95441
219.02043, 6.92962
226.34784, 6.86834
234.07667, 6.94612
240.61706, 6.84941
250.36993, 6.69905
255.52265, 6.65096
263.89847, 6.61191
273.8983, 6.54383
280.51433, 6.55656
288.26976, 6.33482
295.1303, 6.30894
301.73908, 6.2313
