time, fitness
0.0, 11.58665
6.30069, 11.52622
9.85859, 11.27854
13.29559, 11.16554
17.05031, 10.98117
20.43883, 10.98117
24.64887, 10.88692
28.50798, 10.88692
33.15502, 10.82189
36.46621, 10.82189
38.88116, 10.81599
40.75731, 10.80265
43.26977, 10.80265
45.50607, 10.80265
46.67165, 10.79055
47.91979, 10.777
50.28149, 10.777
52.33393, 10.777
53.42187, 10.77125
54.7874, 10.74477
57.14164, 10.72731
