time, fitness
0.0, 8.93111
1.20437, 7.69933
2.09642, 6.14367
2.77891, 5.73223
3.61453, 5.61419
4.80293, 5.29121
5.70598, 5.25362
6.66978, 5.17637
7.62968, 5.15567
8.67725, 5.13751
9.49783, 5.10483
10.37864, 5.09437
11.46462, 4.96751
12.51135, 4.86468
13.94345, 4.97224
15.00314, 4.71541
15.51759, 4.71049
16.13996, 4.6396
17.01814, 4.37639
17.9389, 4.31135
18.73417, 4.31145
19.32575, 4.30397
20.32598, 4.22078
21.56425, 4.12482
22.75525, 4.052
23.81446, 4.05112
24.76909, 3.96414
25.4209, 3.95862
26.18727, 3.95188
26.82215, 3.93136
27.85158, 3.89252
29.031, 3.89252
29.75036, 3.89073
30.2373, 3.89073
30.75018, 3.84809
31.44933, 3.88743
32.10463, 3.82386
33.2178, 3.80276
34.17173, 3.79019
35.21163, 3.76592
36.16075, 3.76316
