time, fitness
0.0, 3.58333
0.49144, 3.52038
0.88578, 3.08141
1.2509, 3.11879
1.61879, 3.06078
2.02864, 2.99437
2.4132, 2.83935
2.8336, 2.81694
3.23699, 2.80798
3.59184, 2.81507
3.95758, 3.06136
4.31404, 3.08948
4.66782, 2.68157
5.01009, 2.69819
5.42073, 2.97094
5.79833, 2.61956
6.2234, 2.60313
6.57449, 2.59124
6.93149, 2.5945
7.26482, 2.57475
7.56682, 2.55863
7.86386, 2.56082
8.20101, 2.55776
8.41514, 2.63754
8.68881, 2.53216
8.94374, 2.54258
9.20108, 2.52618
9.44103, 2.6296
9.70168, 2.52552
9.98126, 2.48511
10.28643, 2.52477
10.57819, 2.47145
10.91455, 2.46296
11.25025, 2.44409
11.58309, 2.53456
11.84185, 2.51931
12.10525, 2.51978
12.35767, 2.49021
12.60138, 2.48424
12.81328, 2.75302
13.06281, 2.46284
