time, fitness
0.0, 16.04902
17.39986, 13.10027
29.22101, 12.8595
41.20619, 12.78431
51.62042, 12.63166
57.8348, 12.50659
65.51787, 12.22061
79.79071, 11.81956
91.82989, 11.60711
105.72935, 11.60711
117.63032, 11.10486
123.61755, 11.10486
136.10076, 10.82606
148.18423, 10.7608
166.82773, 10.77113
175.96309, 10.35214
182.40513, 10.35214
187.75864, 10.35214
195.98474, 10.35214
201.16099, 10.34569
206.11357, 10.30832
217.6598, 10.18164
229.94003, 8.95863
242.61026, 8.95863
248.56842, 8.95863
255.32763, 8.9537
263.69933, 8.9219
