time, fitness
0.0, 2.10201
5.87777, 1.92871
10.90965, 1.77623
15.99204, 1.66588
20.68934, 1.59929
25.24996, 1.55623
31.06896, 1.44925
36.39835, 1.42507
40.3635, 1.40255
45.77435, 1.34241
50.23569, 1.30373
55.2493, 1.37204
59.79861, 1.30005
64.9346, 1.24737
68.24896, 1.26175
73.13779, 1.2455
75.61618, 1.22427
79.7097, 1.2193
85.01369, 1.21448
89.46717, 1.19616
93.99945, 1.20569
98.28778, 1.1756
102.82657, 1.15119
105.5769, 1.15119
108.75497, 1.14494
110.91685, 1.14505
113.50797, 1.14006
116.4501, 1.13636
120.8901, 1.136
124.99405, 1.1343
128.54119, 1.13156
131.31938, 1.11725
134.39379, 1.11725
138.22722, 1.11279
142.46678, 1.10575
145.6972, 1.08941
149.06008, 1.1004
151.31352, 1.09639
154.78262, 1.10643
158.15915, 1.08996
160.33832, 1.21972
