time, fitness
0.0, 3.55156
2.13926, 3.22373
3.75136, 3.14241
5.30293, 3.15662
6.62054, 2.81116
8.19816, 2.83953
9.60301, 2.63457
11.31545, 2.61682
12.85223, 2.71648
14.5559, 2.5946
16.17213, 2.56427
17.62945, 2.51272
19.26077, 2.45941
20.90202, 2.41701
22.28253, 2.42501
24.09218, 2.34155
25.91096, 2.32675
28.22066, 2.3539
30.13679, 2.34261
31.53999, 2.33439
33.43842, 2.39243
35.05932, 2.33972
36.27548, 2.26353
37.80214, 2.28313
39.26885, 2.24514
40.7886, 2.24662
41.63905, 2.24662
42.46492, 2.24664
43.50273, 2.24117
45.02944, 2.22224
46.35634, 2.22224
47.35321, 2.18844
48.24039, 2.22059
49.16732, 2.25619
50.15772, 2.16033
51.89767, 2.19851
53.27293, 2.12646
54.93527, 2.12713
57.09705, 2.19367
58.9651, 2.06798
60.11573, 2.06798
