time, fitness
0.0, 9.44354
1.50533, 8.14444
2.44079, 6.03697
3.40765, 5.16483
4.2169, 5.11643
5.30728, 5.06097
6.14295, 4.69029
7.10818, 4.38694
7.66763, 4.30406
8.6717, 4.22918
10.97321, 4.16488
12.65469, 4.17376
13.53231, 4.16362
14.39992, 4.05091
15.50993, 4.01354
16.82952, 4.01354
18.04877, 3.93868
19.43563, 3.84067
20.38275, 3.82514
21.2694, 3.79248
22.14083, 3.75924
23.07519, 3.72289
24.20743, 3.71816
25.11251, 3.70593
25.73133, 3.67922
26.61749, 3.67911
27.46088, 3.65573
28.34113, 3.68938
29.53121, 3.64653
30.26746, 3.60791
31.07212, 3.70334
32.02453, 3.59284
32.75988, 3.59534
33.51074, 3.59299
34.38617, 3.67121
34.87609, 3.63685
35.95385, 3.52612
36.90054, 3.61007
37.70407, 3.60662
38.78521, 3.60352
39.84172, 3.61442
